'kang'gan'ling 抗感灵
'huang'bai'niu'che'san 黄白牛车散
'yan'suan'jing'qu'qin'pian 盐酸肼屈嗪片
'wei'tuo 胃托
'liu'suan'he'tang'he'suan 硫酸核糖核酸
'chong'cao'duo'tang 虫草多糖
'fu'pen'zi'ye 覆盆子叶
'fu'pen'zi'xie 覆盆子叶
'bi'yan'qing'du'ke'li 鼻咽清毒颗粒
'xiao'gu'jing'cao 小谷精草
'da'ye'hua'jiao'jing'ye 大叶花椒茎叶
'bai'fu'ling 白茯苓
'liu'wei'di'huang'tang'jia'jian 六味地黄汤加减
'li'yan'san 利咽散
'li'ye'san 利咽散
'yue'xi'mu'xiang 越西木香
'jue'sha 镢莎
'jue'suo 镢莎
'yu'ye'gui'zhen'cao 羽叶鬼针草
'yu'xie'gui'zhen'cao 羽叶鬼针草
'xue'shang'hua'cha'ji 雪上花搽剂
'tong'feng'ke'li 痛风颗粒
'kang'yan'tui're 抗炎退热
'zi'zao'wan 滋燥丸
'zhu'she'yong'pu'lu'ka'yin 注射用普鲁卡因
'yu'mi'chun'rong'dan'bai 玉米醇溶蛋白
'xuan'shi'yao'shui'e'zhang'feng 癣湿药水鹅掌风
'dan'zhi'yan'suan'huang'lian'su 胆汁盐酸黄连素
'mei'sha'tong'zhong'jian'ti 美沙酮中间体
'xiao'hua'qing'feng'teng 小花清风藤
'dong'fang'yi'liao'qi'xie'wang 东方医疗器械网
'cang'yin'chen'jiao'nang 藏茵陈胶囊
'zang'yin'chen'jiao'nang 藏茵陈胶囊
'zhu'she'yong'ding'xiu'dong'lang'dang'jian 注射用丁溴东莨菪碱
'zhu'she'yong'ding'xiu'dong'liang'dang'jian 注射用丁溴东莨菪碱
'zhu'she'yong'zheng'xiu'dong'lang'dang'jian 注射用丁溴东莨菪碱
'zhu'she'yong'zheng'xiu'dong'liang'dang'jian 注射用丁溴东莨菪碱
'su'ke'gan'mao'pian 速克感冒片
'zhi'qi'kou'fu'ye 脂芪口服液
'qiu'fen'cao 秋分草
'shi'mei'huo'xue'wan 十昧活血丸
'gui'yuan'ju'qi'jiu 归圆菊杞酒
'chang'shan'wan 常山丸
'jia'jian'qin'jiao'san 加减秦艽散
'ge'gen'xu'ming'tang 葛根续命汤
'ge'gen'xu'ming'shang 葛根续命汤
'liao'chi'cao 疗齿草
'xiao'er'zhu'huang'san 小儿珠黄散
'hong'ji'gao 弘济膏
'yan'suan'luo'mei'sha'xing'lv'hua'na'zhu'she'ye 盐酸洛美沙星氯化钠注射液
'qu'gan're 去感热
'fu'fang'lv'yi'wan 复方氯乙烷
'an'ning'bao'ying'san 安宁保婴散
'he'zhong'tang 和中汤
'hu'zhong'tang 和中汤
'huo'zhong'tang 和中汤
'he'zhong'shang 和中汤
'hu'zhong'shang 和中汤
'huo'zhong'shang 和中汤
'kan'qi 坎炁
'zhu'chuang'jie'du'dan 诸疮解毒丹
'can'shu'er'kang'tang'jiang 参术儿康糖浆
'shen'shu'er'kang'tang'jiang 参术儿康糖浆
'cen'shu'er'kang'tang'jiang 参术儿康糖浆
'san'shu'er'kang'tang'jiang 参术儿康糖浆
'can'zhu'er'kang'tang'jiang 参术儿康糖浆
'shen'zhu'er'kang'tang'jiang 参术儿康糖浆
'cen'zhu'er'kang'tang'jiang 参术儿康糖浆
'san'zhu'er'kang'tang'jiang 参术儿康糖浆
'shui'fei'ji 水飞蓟
'yang'jiao'mian 羊角棉
'hao'zi 蒿子
'long'feng'bao 龙凤宝
'zhi'ban'su'zhen 制斑素针
'zhi'yan'xiao'ke'li 痔炎消颗粒
'a'bo'si'de'ming 阿伯斯的明
'a'bo'si'di'ming 阿伯斯的明
'chan'kang'le'kou'fu'ye 产康乐口服液
'chan'kang'yue'kou'fu'ye 产康乐口服液
'yuan'shen'jie'du'san 元参解毒散
'ding'ka'yin'di'yan'ji 丁卡因滴眼剂
'zhi'zhong'tang 治中汤
'zhi'zhong'shang 治中汤
'wei'wan'shu 胃脘舒
'gu'kang'wang 骨康王
'gan'mao'kang'pian 感冒康片
'luo'fu'shan'feng'shi 罗浮山风湿
'tai'chan'jin'wan 胎产金丸
'han'leng'xing'zhi'mo'yan 寒冷性脂膜炎
'kang'yi'gan'zhuan'yi'yin'zi 抗乙肝转移因子
'qiu'shui'jian'pi 秋水健脾
'dian'pa'chun'zhu'she'ye 碘帕醇注射液
'da'kou'chun 大口唇
'she'xiang'yun'qi'wan 麝香匀气丸
'yan'suan'ma'huang'jian'tang'jiang 盐酸麻黄碱糖浆
'wu'wu'xiang'ru'tang 五物香薷汤
'wu'wu'xiang'ru'shang 五物香薷汤
'can'fu'jiao'nang 参茯胶囊
'shen'fu'jiao'nang 参茯胶囊
'cen'fu'jiao'nang 参茯胶囊
'san'fu'jiao'nang 参茯胶囊
'qi'li'kang'fu'li'kang 奇力康肤力康
'ji'li'kang'fu'li'kang 奇力康肤力康
'ma'lai'suan'a'qi'mei'su'zhu'she'ye 马来酸阿奇霉素注射液
'fu'fang'zhang'liu'jian 复方樟柳碱
'shou'wu'gou'qi'tang 首乌枸杞汤
'shou'wu'gou'ji'tang 首乌枸杞汤
'shou'wu'gou'qi'shang 首乌枸杞汤
'shou'wu'gou'ji'shang 首乌枸杞汤
'xia'jia'gua 芐甲胍
'hu'jia'gua 芐甲胍
'tian'qi'bu'shen'jiao'nang 天杞补肾胶囊
'chui'hou'ba'bao'dan 吹喉八宝丹
'xiu'mi'yin 溴米因
'shi'yi'wei'shen'qi'pian 十一味参芪片
'huang'qi'gou'qi'hong'zao'tang 黄耆枸杞红枣汤
'huang'qi'gou'ji'hong'zao'tang 黄耆枸杞红枣汤
'luo'qun'dai 罗裙带
'mie'jun'zuo 灭菌唑
'ling'yang'gan'mao 羚羊感冒
'na'ru'san'wei'pian 那如三味片
'ne'ru'san'wei'pian 那如三味片
'nei'ru'san'wei'pian 那如三味片
'zhi'ke'li'jian'gao 止咳梨煎膏
'lv'mei'zha'tong'pian 氯美扎酮片
'lv'mei'za'tong'pian 氯美扎酮片
'fu'fang'shui'yang'suan'na 复方水杨酸钠
'chuan'xin'lian 穿心莲
'zhong'feng'hui'chun'pian 中风回春片
'shen'qi'bai'zhu'jiang'zao'tang 参芪白术姜枣汤
'shen'qi'bai'shu'jiang'zao'tang 参芪白术姜枣汤
'shen'qi'bai'zhu'jiang'zao'shang 参芪白术姜枣汤
'shen'qi'bai'shu'jiang'zao'shang 参芪白术姜枣汤
'wai'gan'shi'xie 外感湿泻
'xin'qing'san'yi'yang'nai'qing'mei'su 新青三乙氧萘青霉素
'ban'liu'yuan 半硫圆
'ma'chi'xian'jie'du'tang 马齿苋解毒汤
'ma'chi'xian'jie'du'shang 马齿苋解毒汤
'bi'yuan'shen'miao'san 鼻渊神妙散
'da'ning'san 大宁散
'fo'du'hua 佛肚花
'fu'du'hua 佛肚花
'bi'du'hua 佛肚花
'bo'du'hua 佛肚花
'an'bi'ding 安必丁
'an'bi'zheng 安必丁
'xiao'er'yan'suan'yi'bing'qin 小儿盐酸异丙嗪
'heng'jing'cao 横茎草
'shi'di'san 柿蒂散
'xi'zhi'su'shen 吸脂塑身
'po'tou'feng 破头风
'jin'mao'qi 金毛七
'sheng'yang'tiao'jing'wan 升阳调经丸
'ren'zi'cao 人字草
'yi'yi'chun'an 一乙醇胺
'cha'huang'yao'fen 搽黄药粉
'ju'shuang 菊霜
'mi'chuan'shi'liu'wei'liu'qi'yin 秘传十六味流气饮
'le'ge'wang 了哥王
'liao'ge'wang 了哥王
'zhu'er'huan'yang 猪耳还阳
'hai'zao'suan'na'ruan'gao 海藻酸钠软膏
'gan'bao'jiao'nang 肝宝胶囊
'hu'die'shuang'fei'pian 蝴蝶双飞片
'bi'li'zhi 薜荔汁
'you'gan'gen 油柑根
'kang'liu'gan'kou'fu'ye 抗流感口服液
'ku'chan 枯蝉
'ba'li'ma'du'su 八里麻毒素
'mai'bai'mei'su'pian 麦白霉素片
'yan'suan'pu'lu'ka'yin'zhu 盐酸普鲁卡因注
'she'she'cao'xie'gan'cha 蛇舌草泄肝茶
'she'she'cao'yi'gan'cha 蛇舌草泄肝茶
'can'lu'bu 参鹿补
'shen'lu'bu 参鹿补
'cen'lu'bu 参鹿补
'san'lu'bu 参鹿补
'yang'yin'jiang'ya 养阴降压
'hei'dou 黑豆
'ao'tou'xian 凹头苋
'wa'tou'xian 凹头苋
'chi'cang'bao'jin 齿苍苞堇
'liu'suan'sha'ding'an'chun'zhu'she'ye 硫酸沙丁胺醇注射液
'ke'lie'zi'jin 刻裂紫堇
'li'rui'lin 李瑞麟
'hai'ma'quan'xie'wan 海马全蝎丸
'han'yan 颔厌
'nai'fu'xi'lin 萘夫西林
'qin'bao'hong'zhi'ke'tang'jiang 芩暴红止咳糖浆
'qin'pu'hong'zhi'ke'tang'jiang 芩暴红止咳糖浆
'qin'bao'gong'zhi'ke'tang'jiang 芩暴红止咳糖浆
'qin'pu'gong'zhi'ke'tang'jiang 芩暴红止咳糖浆
'niang'zheng'ya 酿蒸鸭
'ling'ou'bai'he'cha 苓藕百合茶
'zhu'liao'dou'yao'fang 煮料豆药方
'xuan'du'san 宣毒散
'xuan'dai'san 宣毒散
'tai'le'qi 泰乐奇
'tai'yue'qi 泰乐奇
'tai'lao'qi 泰乐奇
'tai'le'ji 泰乐奇
'tai'yue'ji 泰乐奇
'tai'lao'ji 泰乐奇
'ru'he'nei'xiao'ye 乳核内消液
'ren'shen'xiao'bian'bu'tong 妊娠小便不通
'ren'chen'xiao'bian'bu'tong 妊娠小便不通
'yan'suan'jia'ti'sha'xing'zhu 盐酸加替沙星注
'fang'feng'jie'wen'tang 防风解温汤
'fang'feng'xie'wen'tang 防风解温汤
'he'bao'lan 荷苞兰
'shi'chuang 湿疮
'zhu'she'yong'gui'yu'jiang'gai 注射用鲑鱼降钙
'zhu'she'yong'gui'yu'xiang'gai 注射用鲑鱼降钙
'yan'zi'mao 艳紫铆
'tian'meng'jiao'nang 甜梦胶囊
'lao'guan'cao 老鹳草
'di'fa'xi 地伐西
'de'fa'xi 地伐西
'xiao'chen'xiang'wan 小沉香丸
'ao'la'xi'tan'jiao'nang 奥拉西坦胶囊
'xiao'yao'bei'lou'san 逍遥贝蒌散
'can'lu'bu'xu 参鹿补虚
'shen'lu'bu'xu 参鹿补虚
'cen'lu'bu'xu 参鹿补虚
'san'lu'bu'xu 参鹿补虚
'wu'wei'zi'jiao'nang 五味子胶囊
'ba'jiao'feng'gen 八角枫根
'li'han'zheng 里寒证
'shen'ling'jian'pi'wan 参苓健脾丸
'feng'liao'chong'ji 枫蓼冲剂
'feng'lu'chong'ji 枫蓼冲剂
'da'dou'sang'bai'pi'tang 大豆桑白皮汤
'da'dou'sang'bai'pi'shang 大豆桑白皮汤
'fu'niao'mi'ding'kou'fu'ru 氟尿嘧啶口服乳
'ma'bian'cao 马鞭草
'niu'bang'qin'lian'tang 牛蒡芩连汤
'niu'pang'qin'lian'tang 牛蒡芩连汤
'niu'bang'qin'lian'shang 牛蒡芩连汤
'niu'pang'qin'lian'shang 牛蒡芩连汤
'mi'shi'tong'jiao'nang 泌石通胶囊
'bi'shi'tong'jiao'nang 泌石通胶囊
'mi'dan'tong'jiao'nang 泌石通胶囊
'bi'dan'tong'jiao'nang 泌石通胶囊
'chong'he'shun'qi'tang 冲和顺气汤
'chong'he'shun'qi'shang 冲和顺气汤
'tang'yao 汤药
'zong'lv'tang 棕榈汤
'zong'lv'shang 棕榈汤
'zi'cao'zhi'shi'tang 紫草枳实汤
'zi'cao'zhi'shi'shang 紫草枳实汤
'nuo'mi'gan 糯米泔
'chang'shan'jian 常山碱
'yun'ding'ming'can 云顶明参
'yun'ding'ming'shen 云顶明参
'yun'ding'ming'cen 云顶明参
'yun'ding'ming'san 云顶明参
'mu'xiang'tiao'qi'san 木香调气散
'qing'zhu'ru'san 青竹茹散
'yin'chen'hao'wan 茵陈蒿丸
'de'zhi 得治
'dei'zhi 得治
'wo'niu'gao 蜗牛膏
'ma'huang'jian'ke'di'song'di 麻黄碱可的松滴
'mai'wei'di'huang'wan 麦味地黄丸
'huang'jing'zan'yu'jiao'nang 黄精赞育胶囊
'yong'da'tang'hua'ta'bing 永达堂花塔饼
'chu'shi'dan 除湿丹
'yin'huang'jiao'nang 银黄胶囊
'gu'ning'zhu'she'ye 骨宁注射液
'tong'zhi'su'run'jiang 通滞苏润江
'an'yu'mei'ma'fen'san'pian 氨愈美麻分散片
'xin'bao'luo'qu 心包裸区
'xin'bao'luo'ou 心包裸区
'de'shu'te 得舒特
'dei'shu'te 得舒特
'jiu'zhi'qing'xin 久芝清心
'yi'huo'zhi'yang'dan 抑火制阳丹
'jin'suan'ping'ke'li 金酸萍颗粒
'luo'zhi'tang 落痔汤
'la'zhi'tang 落痔汤
'lao'zhi'tang 落痔汤
'luo'zhi'shang 落痔汤
'la'zhi'shang 落痔汤
'lao'zhi'shang 落痔汤
'tui'zhang'yan'gao 退障眼膏
'fu'fang'di'fu 复方地茯
'fu'fang'de'fu 复方地茯
'chai'zhi'ban'xia'tang 柴枳半夏汤
'chai'zhi'ban'xia'shang 柴枳半夏汤
'yan'tong'jing 炎痛静
'niu'kou'xian 牛口涎
'he'zao'duo'tang'liu'suan'zhi 褐藻多糖硫酸酯
'ka'bi'sha'ming 卡比沙明
'zheng'gu'ding'tong'san 整骨定痛散
'bei'qi'fu'dian'tie 倍芪腹淀贴
'xiang'ri'kui'zi 向日葵子
'a'bo'can 阿勃参
'a'bo'shen 阿勃参
'a'bo'cen 阿勃参
'a'bo'san 阿勃参
'e'bo'can 阿勃参
'a'bei'can 阿勃参
'e'bo'shen 阿勃参
'a'bei'shen 阿勃参
'e'bo'cen 阿勃参
'a'bei'cen 阿勃参
'e'bo'san 阿勃参
'a'bei'san 阿勃参
'e'bei'can 阿勃参
'e'bei'shen 阿勃参
'e'bei'cen 阿勃参
'e'bei'san 阿勃参
'ling'shu'jiang'cao'xing'ren'tang 苓术姜草杏仁汤
'ling'zhu'jiang'cao'xing'ren'tang 苓术姜草杏仁汤
'ling'shu'jiang'cao'xing'ren'shang 苓术姜草杏仁汤
'ling'zhu'jiang'cao'xing'ren'shang 苓术姜草杏仁汤
'zu'shi'ma'zhu'she'ye 祖师麻注射液
'jie'yao'xian'dan 截疟仙丹
'yi'huan'li'ding 乙环利定
'wu'hong'ling'san 武红灵散
'wu'gong'ling'san 武红灵散
'sheng'nuo'wei 圣诺韦
'duan'li'san 断痢散
'fu'ning'kang 妇宁康
'cu'jun'sheng 促菌生
'xie'mei'da 协美达
'geng'nian'ning'xin'jiao'nang 更年宁心胶囊
'an'tong'ding'zhu'she'ye 安痛定注射液
'gan'cao'fen'mi'tang 甘草粉蜜汤
'gan'cao'fen'mi'shang 甘草粉蜜汤
'ai'quan'le 爱全乐
'ai'quan'yue 爱全乐
'ai'quan'lao 爱全乐
'ban'lan'gen'han'pian 板蓝根含片
'bao'fu'kang'ning'jiao 保妇康凝胶
'ji'xiang'san 戟香散
'bu'shen'san 补肾散
'hu'die'pian 蝴蝶片
'ju'yuan'suan'na'ren'xue'jiang 枸橼酸钠人血浆
'jiao'gu'lan'zong'gan'ke'li 绞股蓝总苷颗粒
'fu'nai'er 弗乃尔
'ju'yuan'suan'pai'qin'pian 枸橼酸哌嗪片
'jin'yu 金鱼
'wei'ke'shu 胃可舒
'si'shi'tong'tang'hai'gou'bian'te'bu'jiao'nang 四世同堂海狗鞭特补胶囊
'xiang'biao'tang 香鳔汤
'xiang'biao'shang 香鳔汤
'jia'po'ni'long'pian 甲泼尼龙片
'wu'ben'mei'si 乌苯美司
'shi'liu'pi'tang 石榴皮汤
'shi'liu'pi'shang 石榴皮汤
'tai'yang'wan 太阳丸
'tai'yang'dan 太阳丹
'ri'ben'xiao'bo 日本小檗
'niu'huang'suan'lian'mei'su 牛磺酸链霉素
'sang'ju'xiang'gu'cha 桑菊香鼓茶
'duo'sui'shi'ke'gen 多穗石柯根
'duo'sui'dan'ke'gen 多穗石柯根
'ju'yuan'suan'jia'rong'ye 枸橼酸钾溶液
'yan'xing 衍行
'yan'hang 衍行
'yan'heng 衍行
'gui'jian'tang 鬼箭汤
'gui'jian'shang 鬼箭汤
'ru'chuang'wan 乳疮丸
'gan'song'mu'xiang'san 甘松木香散
'lin'ke'mei'su'di'yan'ye 林可霉素滴眼液
're'ke 热咳
're'hai 热咳
'lu'shou 鹿首
'he'huan 合欢
'jia'wei'shu'feng'liang'xue'yin 加味疏风凉血饮
'zhu'she'yong'jia'huang'suan'jia 注射用甲磺酸加
'gu'gua'ti'qu'wu 骨瓜提取物
'fu'he'fu'mei 复合辅酶
'she'xiang'nuan'qi'gao 麝香暖脐膏
'ding'ke'yan'suan'te'bi'nai'fen'pen'wu'ji 丁克盐酸特比萘芬喷雾剂
'yi'niao'ting 遗尿停
'jia'wei'kui'zi'fu'ling'san 加味葵子茯苓散
'li'qi'hua'tan'tang 理气化痰汤
'li'qi'hua'tan'shang 理气化痰汤
'qian'lie'jin'dan 前列金丹
'gan'you'lin'suan'gai 甘油磷酸钙
'jing'yan'jia'qi'lin'ru'xiang'gao 经验加麒麟乳香膏
'zhi'ke'jian'wan 枳壳煎丸
'jian'zi 尖子
'xing'su'zhi'ke'lu 杏苏止咳露
'xing'su'zhi'ke'lou 杏苏止咳露
'zai'zao'wan 再造丸
'fu'fang'que'nuo'tong'mo 复方炔诺酮膜
'can'jian'san 蚕茧散
'mei'kai'lang 美开朗
'li'jiang'shan'ci'gu 丽江山慈姑
'ba'jiao'feng'ye 八角枫叶
'ba'jiao'feng'xie 八角枫叶
'tan'ke'jing'san 痰咳净散
'tan'hai'jing'san 痰咳净散
'tan'ke'cheng'san 痰咳净散
'tan'hai'cheng'san 痰咳净散
'hu'gu'mu'gua'wan 虎骨木瓜丸
'cang'gui'wu'ling'san 苍桂五苓散
'xiao'ji'hua'chong'san 消积化虫散
'gan'que 干鹊
'dong'gua'ye 冬瓜叶
'dong'gua'xie 冬瓜叶
'an'tai'bai'zhu'cha 安胎白术茶
'an'tai'bai'shu'cha 安胎白术茶
'du'zhong'zhuang'gu'jiao'nang 杜仲壮骨胶囊
'fen'ka'pian 酚咖片
'fen'ga'pian 酚咖片
'san'wei'qing're'zhi'yang 三味清热止痒
'qian'cao'wang 千草王
'gan'you'lin'suan'jia 甘油磷酸钾
'zhu'shi'tang 逐石汤
'zhu'dan'tang 逐石汤
'zhu'shi'shang 逐石汤
'zhu'dan'shang 逐石汤
'e'shan'xue'lian'hua 峨山雪莲花
'en'duo'mei'su 恩多霉素
'lian'fu'liu'yi'tang 连附六一汤
'lian'fu'liu'yi'shang 连附六一汤
'ba'ji'jian'wan 巴戟煎丸
'xue'xiao'ban'huo'hua'yin'zi 血小板活化因子
'ru'pi'kang'pian 乳癖康片
'chang'yan'ning'wan 肠炎宁丸
'bei'jing'ju'ying'tang'zhong'yi'yao'yan'jiu'yuan 北京聚英堂中医药研究院
'mei'lin'kang'bo 美林康博
'shu'shi'tang 鼠矢汤
'shu'shi'shang 鼠矢汤
'jia'jian'chai'hu'shu'gan'san 加减柴胡疏肝散
'qiang'yi'ji'yi'xi'er'an 羟乙基乙烯二胺
'mu'xiang'tong'qi'wan 木香通气丸
'du'mi'ke 杜秘克
'du'bi'ke 杜秘克
'yuan'shen'qing'fei'yin 元参清肺饮
'fang'feng'ru'shen'san 防风如神散
'hui'xiang'cang'zhu'wan 茴香苍术丸
'hui'xiang'cang'shu'wan 茴香苍术丸
'gua'jia'huan'su'jiao'nang 胍甲环素胶囊
'ge'lie'bi'qin 格列吡嗪
'a'qi'mei'su'xi'li'ji 阿奇霉素细粒剂
'shen'gen'niu'wei'cai 伸根牛尾菜
'yun'xiang'cao'you 芸香草油
'a'qu'ku'an 阿曲库铵
'e'qu'ku'an 阿曲库铵
'bao'shi'lian 抱石莲
'qiong'zhi 琼枝
'qiong'qi 琼枝
'kui'hua'tang 葵花汤
'kui'hua'shang 葵花汤
'mo'gu'duo'tang 蘑菇多糖
'dan'wei'ta'pian 胆维他片
'sheng'seng'wan 圣僧丸
'zhuang'gu'mu'gua 壮骨木瓜
'nao'xue'kang'jiao'nang 脑血康胶囊
'ku'jin'pian 苦金片
'guang'an'suan'pian 胱氨酸片
'wen'ba'jiang'dan 文八将丹
'wen'ba'qiang'dan 文八将丹
'fu'fang'shen'yan'pian 复方肾炎片
'fu'fang'liang'mian'zhen'han'pian 复方两面针含片
'cong'bai'jian 葱白煎
'xiao'dui'ye'cao 小对叶草
'xiao'dui'xie'cao 小对叶草
'an'fen'wei'ma'na'min'ju'jue'pian 氨酚伪麻那敏咀嚼片
'an'fen'wei'ma'ne'min'ju'jue'pian 氨酚伪麻那敏咀嚼片
'an'fen'wei'ma'nei'min'ju'jue'pian 氨酚伪麻那敏咀嚼片
'xing'ye'sha'shen 杏叶沙参
'xing'xie'sha'shen 杏叶沙参
'fang'xiang'hua'shi'yao 芳香化湿药
'dong'shang'gao 冻伤膏
'pa'luo'xi'ting'pian 帕罗西汀片
'xie'yu'tan 血余炭
'suo'yang 锁阳
'huan'gu'dan 换骨丹
'huan'gu'wan 换骨丸
'fu'duo'si'tan'jiao'nang 福多司坦胶囊
'lv'mei'er'jia'gui'you'ju'jue'pian 铝镁二甲硅油咀嚼片
'yan'suan'jia'yang'lv'pu'an'zhu'she'ye 盐酸甲氧氯普胺注射液
'shi'shui'wan 十水丸
'e'huo'tang 遏火汤
'e'huo'shang 遏火汤
'di'nai'de'ru'gao'ji 地奈德乳膏剂
'de'nai'de'ru'gao'ji 地奈德乳膏剂
'xing'su 杏苏
'ma'ti'san 马蹄散
'fu'fang'nan'ban'lan'gen'jiao 复方南板蓝根胶
'fu'fang'na'ban'lan'gen'jiao 复方南板蓝根胶
'zhi'shou'wu 制首乌
'xin'fu'fang'da'qing'ye'pian 新复方大青叶片
'ye'xi'cao 野席草
'pi'fu'kang 皮复康
'da'ling 大陵
'qing'xiang'zi'wan 青葙子丸
'huang'lian'jin'tui'tang 黄连进退汤
'huang'lian'jin'tui'shang 黄连进退汤
'xue'xu'fa're 血虚发热
'shu'nao'xin 舒脑欣
'chang'yu'ping 长予平
'zhang'yu'ping 长予平
'liang'xue'tang 凉血汤
'liang'xue'shang 凉血汤
'gua'jin'ban 刮筋板
'yi'zhong'qing're'huo'xue'tang 益中清热活血汤
'yi'zhong'qing're'huo'xue'shang 益中清热活血汤
'guan'xin'bing'ji'jiu'yao'he 冠心病急救药盒
'mu'li'di'huang'gao 牡蛎地黄膏
'hu'bei'shan'zha 湖北山楂
'tang'yu 糖愈
'fu'ren'yao'ye'ji'tuan'kai 辅仁药业集团开
'liu'xin'suan'zhu'she'ye 硫辛酸注射液
'liu'shen'san 六神散
'shang'lu'zao'gan'yuan 商陆皂苷元
'shang'liu'zao'gan'yuan 商陆皂苷元
'fan'qie'ruan'jiao'nang 番茄软胶囊
'an'bian'qing'mei'su'na 氨苄青霉素钠
'tui'che'wan 推车丸
'da'xiao'wan 大效丸
'dai'xiao'wan 大效丸
'tai'xiao'wan 大效丸
'da'shen'xiao'huo'luo'dan 大神效活络丹
'xi'jiao'sheng'ma'tang 犀角升麻汤
'xi'jiao'sheng'ma'shang 犀角升麻汤
'san'wei'yu'gan'you'ru 三维鱼肝油乳
'bei'na'pu'li'qing'lv'sai'qin'pian 贝那普利氢氯噻嗪片
'bei'ne'pu'li'qing'lv'sai'qin'pian 贝那普利氢氯噻嗪片
'bei'nei'pu'li'qing'lv'sai'qin'pian 贝那普利氢氯噻嗪片
'yi'yin'di'huang'wan 益阴地黄丸
'su'xiao'chuan'jing 速效喘静
'xiao'tuan'ye'gen 小团叶根
'xiao'tuan'xie'gen 小团叶根
'jia'xiao'zuo'han'shu'ye 甲硝唑含漱液
'wei'li 维力
'xiang'ju'tang 香橘汤
'xiang'ju'shang 香橘汤
'jia'jian'xu'ming'tang 加减续命汤
'jia'jian'xu'ming'shang 加减续命汤
'yi'ta'ni'suan 依他尼酸
'xie'hua'shi 蟹化石
'gao'feng'nei'zhang 高风内障
'ye'lv'ma 野绿麻
'ye'lu'ma 野绿麻
'chang'di 长迪
'zhang'di 长迪
'shao'shang'zhi'tong'gao 烧伤止痛膏
'hang'zhou'nan'yang'zhi'yao'gong 杭州南洋制药公
'fu'fang'xia'ku'cao'jiang'ya'tang'jiang 复方夏枯草降压糖浆
'hua'dian'cao 花点草
'huang'shu'kui'jing 黄蜀葵茎
'jun'li'ping'pian 菌痢平片
'bi'ba 荜茇
'ren'shen'bu'fei'yin 人参补肺饮
'hou'xuan 喉癣
'shuang'lv'mie'suan 双氯灭酸
'bai'mai'ruan'gao 白脉软膏
'bai'mo'ruan'gao 白脉软膏
'pi'han'dan 脾寒丹
'zhu'she'yong'pu'la'gao'tong 注射用普拉睾酮
'jin'fei'tang 金沸汤
'jin'fei'shang 金沸汤
'xing'ren'zhi'ke'ke'li 杏仁止咳颗粒
'xing'ren'wan 杏仁丸
'sheng'xue'san 胜雪散
'shi'di'zhu'ru'cha 柿蒂竹茹茶
'shu'qi 舒气
'jing'zhi'wu'jia'pi'jiu 精制五加皮酒
'yin'shui'san 引水散
'tian'cheng'xi'er 天诚惜尔
'dao'tan'kai'guan'san 导痰开关散
'hu'gu'lai'shi 护固莱士
'lu'tai'gao 鹿胎膏
'yu'zu'jing'luo'zheng 瘀阻经络证
'lu'dan'qi'jiao'nang 鹿丹芪胶囊
'ku'cai'hua'zi 苦菜花子
'jie'bin 杰宾
'xiu'ji'xin'zhu'she'ye 溴己新注射液
'bian'qing'mei'su 苄青霉素
'liu'wei'di'huang'pian 六味地黄片
'jia'wei'kui'yang'san 加味溃疡散
'hu'yan'ning'jing 鹘眼凝睛
'gu'yan'ning'jing 鹘眼凝睛
'pei'tu'fen'xiao'yin 培土分消饮
'miao'qin'yao'jiu 妙沁药酒
'qing'xiao'wang'zhou'yin 清宵忘昼饮
'hua'le'sha 华乐沙
'zhuang'nao'san 壮脑散
'he'yin'tang 合阴汤
'ge'yin'tang 合阴汤
'he'yin'shang 合阴汤
'ge'yin'shang 合阴汤
'san'zi'zhi'ke'gao 三子止咳膏
'shi'jun'di'kou'fu'ye 是菌敌口服液
'zhe'jiang'ya'ke'yao'ye'you 浙江亚克药业有
'jia'wei'si'shen'wan 加味四神丸
'xuan'fei'zhi'sou'he'ji 宣肺止嗽合剂
'sang'shuang 桑霜
'shou'mei'qi 收没期
'shou'mei'ji 收没期
'ji'lin'sheng'yi'xin'zhi'yao 吉林省一心制药
'da'mai'tang 大麦汤
'da'mai'shang 大麦汤
'pu'tao'qiu'jun'shu 葡萄球菌属
'pu'tao'qiu'jun'zhu 葡萄球菌属
'yan'suan'en'dan'xi'tong'jiao 盐酸恩丹西酮胶
'gui'pi'wan'nong'suo'wan 归脾丸浓缩丸
'shu'er'mei'jing'mai'qu'zhang'wa 舒尔美静脉曲张袜
'xi'cun 希存
'rui'ke'fu 瑞可富
'sheng'xue'bao'kou'fu'ye 生血宝口服液
'fu'fang'fen'ka'wei'ma'jiao 复方酚咖伪麻胶
'fu'fang'fen'ga'wei'ma'jiao 复方酚咖伪麻胶
'long'shi'bu'shen'jiu 龙虱补肾酒
'ying'liu'wan 瘿瘤丸
'tang'huo'zhi'tong'san 汤火止痛散
'shang'huo'zhi'tong'san 汤火止痛散
'man'jing'jiu 蔓荆酒
'wan'jing'jiu 蔓荆酒
'she'po 蛇婆
'yi'po 蛇婆
'tao'hong'si'wu'tang 桃红四物汤
'ze'ma'ke 泽马可
'shi'ma'ke 泽马可
'hei'gui'pi'tang 黑归脾汤
'mu'wei'zi 木威子
'zhi'gan'cao 炙甘草
'nan'dan'can 南丹参
'nan'dan'shen 南丹参
'nan'dan'cen 南丹参
'nan'dan'san 南丹参
