'jia'ang 甲肮
'a'mi'luo'li 阿米洛利
'dan'ni'mo'gen 旦尼莫根
'mei'ni'er'shi'zong'he'zheng 美尼尔氏综合症
'lei'pa'ming 雷帕鸣
'mei'ni'er'zong'he'zheng 美尼尔综合征
'lan'ni'hao 烂泥蒿
'ou'mei'ning 欧美宁
'bei'mo'ke'li 被膜颗粒
'mao'pai'qian'cao 毛排钱草
'bei'mei'sai'qin 贝美噻嗪
'mei'luo'ning'zhu'she'ye 美络宁注射液
'mei'luo'ning 美络宁
'lian'luo'shen'jing'yuan 联络神经元
'chuan'dao'kuo 传道廓
'xiu'sai'yi'ding'pian 溴噻乙啶片
'xiu'sai'yi'ding 溴噻乙啶
'ou'mu'na'ding 欧母那丁
'pai'lie'bu'qi 排列不齐
'lv'fu'liu'shi'zong'he'zheng 吕弗琉氏综合症
'huan'zhuang'kui'lan'xing'bao'pi'gui'tou'yan 环状溃烂性包皮龟头炎
'duo'mei 多寐
'lei'qi'ji'bing 泪器疾病
'mei'lu'pi'ji'ling'ruan'gao 玫芦皮疾灵软膏
'ao'dan'ping'pian 奥氮平片
'mi'dan'ping'pian 米氮平片
'ao'li'ping 澳立平
'lei'mo'si'qiong 雷莫司琼
'lei'mo'si'ting 雷莫司汀
'mo'la'si'ting 莫拉司亭
'mao'fa'bian'ping'tai'xian 毛发扁平苔藓
'mei'ci'chun 美雌醇
'lian'huang'jia'yang'bian'ding'pian 联黄甲氧苄啶片
'dian'hua'na'jiao'nang 碘化钠胶囊
'pai'bian'shi'jin 排便失禁
'lu'mian'gu'fa'yu'bu'quan 颅面骨发育不全
'lu'mian'gu'ji'xing'zong'he'zheng 颅面骨畸形综合征
'kai'mian'guan 开面冠
'duo'pei'sha'ming 多培沙明
'nuo'mei'sha'duo 诺美沙朵
'lu'mian'cheng'xing'shu 颅面成形术
'ao'mei'sha'tan'zhi 奥美沙坦酯
'kang'nuo'mei'sha 康诺美沙
'ke'lang'mu 柯榔木
'mei'qi'min 美其敏
'xiu'pi'li'ming 溴匹立明
'bei'mu'li'gao 贝母梨膏
'a'mo'ling 阿莫灵
'lu'mian'lie 颅面裂
'mo'pi'lin'pian 莫匹林片
'du'la'fei'le 杜拉菲勒
'ao'nuo'ya 奥诺娅
'mi'li'nong'zhu'she'ye 米力农注射液
'zu'liao'an'mo'ji'chu'ji'fa 足疗按摩基础技法
'ni'ke'li'si'ji'zheng 尼科利斯基征
'mo'pi'luo'xing'ruan'gao 莫匹罗星软膏
'mo'pi'luo'xing 莫匹罗星
'bao'lu'liao'fa 暴露疗法
'bei'mu'li 贝母梨
'cen'lian'pian 岑连片
'ci'liao'fa 磁疗法
'dian'hua'na 碘化钠
'dian'lin'ling 碘磷灵
'lu'mian'xing'tai 颅面形态
'lei'zhuo'se'xing'gan'pi'bing 类着色性干皮病
'duo'li'ma 多力玛
'ci'liao'shan'qi'xiao'tie 磁疗疝气消贴
'ci'liao'shan'qi'dai 磁疗疝气袋
'luo'mi'ke'si 洛米克思
'ni'mu'ke'si 尼目克司
'a'ni'qi'ke'fu'xi'bao 阿尼齐科夫细胞
'xiu'hua'gai'zhu'she'ye 溴化钙注射液
'mo'mi'song'kang'suan'zhi 莫米松糠酸酯
'mei'pu'wei'ma'ju'jue'pian 美扑伪麻咀嚼片
'mei'pu'wei'ma'jiao'nang 美扑伪麻胶囊
'mei'pu'wei'ma'ke'li 美扑伪麻颗粒
'mei'pu'wei'ma'pian 美扑伪麻片
'mei'pu'wei'ma 美扑伪麻
'mei'pu'wei'ma'kou'fu'rong'ye 美扑伪麻口服溶液
'mei'pu'wei'ma'kou'fu'ye 美扑伪麻口服液
'kai'fang'pi'ban 开放皮瓣
'li'mei'song 力美松
'mo'mi'song 莫米松
'dian'hua'na'rong'ye 碘化钠溶液
'lu'mian'wai'ke'jiao'zhi'shu 颅面外科矫治术
'bei'mei'li'ruan'gao 倍美力软膏
'dan'dao'pai'shi'tang 胆道排石汤
'ke'li'huang'ti'xi'bao 颗粒黄体细胞
'ao'luo'ke'xi'tong 奥洛克系统
'mi'ku'lv'an 米库氯铵
'luo'fei 洛菲
'mei'fei'kang 美菲康
'mei'pi'hu 美皮护
'feng'liao'xue 蜂疗学
'nuo'pei 诺沛
'luo'pu'jia 洛普佳
'leng'qi'liao'fa 冷气疗法
'ni'pu'la'qin 尼普拉嗪
'lai'nuo'pu'li'pian 赖诺普理片
'pa'pi'yong 帕皮永
'lai'nuo'pu'li'jiao'nang 赖诺普利胶囊
'lai'nuo'pu'li'pian 赖诺普利片
'lei'mi'pu'li'pian 雷米普利片
'lai'nuo'pu'li'qing'lv'sai'qin'pian 赖诺普利氢氯噻嗪片
'lai'nuo'pu'li 赖诺普利
'lei'mi'pu'li 雷米普利
'mei'pu'qing 美普清
'luo'pu'xing 洛普星
'mei'pu'ta'fen 美普他酚
'ming'ni'su'da'ma 明尼苏达码
'ni'kang'pu'da 尼康普达
'li'ao'lai'su 力奥来素
'ni'li'su 尼立苏
'mei'pu'di'er 美普地尔
'pai'qi'yin 排气饮
'ou'ni 呕逆
'pai'fang'shuo 排放说
'xiu'xia'an'tuo'xi'suan'yan 溴芐胺托西酸盐
'xiu'hua'xia'wan'an 溴化芐烷铵
'xiu'xia'wan'an 溴芐烷铵
'xiu'xia'an 溴芐铵
'xiu'xia'yi'an 溴芐乙胺
'niu'mao'qi 牛毛七
'ta'pi'chuang 溻皮疮
'ao'luo'ta'ding 奥洛他定
'mei'kui'ta'qin 美喹他嗪
'lu'mei'ta'song'ruan'gao 卤美他松软膏
'lu'mei'ta'song 卤美他松
'hui'nong'qi 溃脓期
'ao'luo'ta'ding'di'yan'ye 奥洛他定滴眼液
'ni'na'er 尼纳尔
'ding'dian'ling'shou'yao'dian 定点零售药店
'pa'la'sai'er'su'si 帕拉塞尔苏斯
'dian'hua'na'kou'fu'ye 碘化钠口服液
'xiu'mi'suo'fa 溴米索伐
'la'mo'san'qin'pian 拉莫三嗪片
'la'mo'san'qin 拉莫三嗪
'mi'mian'weng'ye 米面蓊叶
'mi'mian'weng'gen 米面蓊根
'fu'ming'ke'li 复明颗粒
'hu'mei'ke'li 虎梅颗粒
'mian'ma'guan'zhong'tan 绵马贯众炭
'mian'ma'guan'zhong 绵马贯众
'ke'lei'li'gong'shi 柯雷里公式
'mu'ma'dou 牧马豆
'mei'de'xi 美得喜
'lei'ni'ti'ding'jiao'nang 雷尼替丁胶囊
'la'pa'ti'ni 拉帕替尼
'lei'ni'ti'ding'lv'hua'na'zhu'she'ye 雷尼替丁氯化钠注射液
'lei'ni'ti'ding'pian 雷尼替丁片
'lei'ni'ti'ding'pao'teng'ke'li 雷尼替丁泡腾颗粒
'lei'ni'ti'ding'zhu'she'ye 雷尼替丁注射液
'lei'ni'ti'ding'ju'yuan'suan'bi 雷尼替丁枸橼酸铋
'lei'ni'ti'ding'tang'jiang 雷尼替丁糖浆
'lei'ni'ti'ding'kou'fu'ye 雷尼替丁口服液
'lu'lian'ti 颅联体
'luo'la'tong 洛拉酮
'mo'lei'xi'qin'pian 莫雷西嗪片
'lei'dao'xia'zhai 泪道狭窄
'mo'lei'xi'qin 莫雷西嗪
'pa'ma'kui 帕马喹
'xiu'ma'qin 溴马秦
'pai'nong'tuo'du 排脓托毒
'ai'de'li 爱得力
'pa'mi'lin'suan'er'na'pu'tao'tang 帕米膦酸二钠葡萄糖
'pa'mi'lin'suan'er'na'zhu'she'ye 帕米膦酸二钠注射液
'pa'mi'lin'suan'er'na 帕米膦酸二钠
'pei'kun'wan 培坤丸
'leng'lian'xi'tong 冷链系统
'mo'li'xi'qin 莫里西嗪
'kai'fang'dian'di'fa 开放点滴法
'leng'lao 冷劳
'li'mei'kang'tai 力美康泰
'ai'mei'ding 埃美丁
'mei'duo'ba 美多巴
'mei'li'tai 美力泰
'ni'mo'tong 尼膜同
'nuo'mi'gan 糯米泔
'ao'la'mi'te'pian 奥拉米特片
'luo'ma'yi 落马衣
'ao'la'mi'te 奥拉米特
'lei'luo'xi'fen 雷洛昔芬
'ai'ru 埃溽
'lan'men 阑门
'lei'mi'feng 雷米封
'li'mian 力勉
'li'mo 厘摩
'lv'dang'liang 铝当量
'mei'lan 美蓝
'mei'lian'fa 酶联法
'mi'li'nong 米力农
'mo'li'ka'ka'ku 魔力卡卡裤
'pei'la'ge'la'bing 陪拉格拉病
'pai'bian'xun'lian 排便训练
'a'mo'ni'ya'shui 阿摩尼亚水
'la'mei'ya 拉美亚
'pai'luan'shi'zhi'ruo'yang 排卵试纸弱阳
'an'li'nong 氨力农
'luo'lu'pi 裸露癖
'mi'kai'min 米开民
'leng'nong'yang 冷脓疡
'la'lei'yang'gu'bing 蜡泪样骨病
'nuo'de'lun 诺德伦
'nuo'lei'de 诺雷德
'nuo'lei'de 诺雷得
'nuo'mei 诺美
'ni'mai'jiao'lin'pian 尼麦角林片
'ni'mai'jiao'lin'zhu'she'ye 尼麦角林注射液
'ni'mai'jiao'lin'zhen 尼麦角林针
'xiu'mai'jiao'yin'ting 溴麦角隐亭
'dao'pei'yi'yuan 道培医院
'mo'ni'kuang'jia 模拟框架
'ni'nang'guo'qin 拟囊果芹
'pai'niao'bu'chang 排尿不畅
'fen'lei'yuan'xian'chong'bing 粪类圆线虫病
'ao'luo'yi 奥洛依
'mei'lei'zhi'ji 酶类制剂
'ao'mei'zhen 奥美真
'mei'zhuo'le'pian 美卓乐片
'ao'mei'zhi'yao'chang 澳美制药厂
'ou'mei'zhi'yao'chang'you'xian'gong'si 欧美制药厂有限公司
'pai'niao'qi'pang'guang'ce'ya 排尿期膀胱测压
'pai'niao'qi'pang'guang'niao'dao'zao'ying 排尿期膀胱尿道造影
'mei'le'li 美乐力
'a'mi'luo'fen 阿米洛芬
'a'ming'luo'fen 阿明洛芬
'a'ni'lin 阿尼林
'lei'mo'bi'li 雷莫必利
'pei'le'neng 佩乐能
'mei'li'feng'mao'ju 美丽风毛菊
'lei'nang'bi'qiang'zao'kou'shu 泪囊鼻腔造口术
'mo'le'xin 莫乐新
'nuo'mei'yun'tong 诺美孕酮
'men'mai'xing'gan'ying'hua 门脉性肝硬化
'pai'niao'xing'yun'jue 排尿性晕厥
'luo'bei'lin'zhu'she'ye 洛贝林注射液
'pai'niao'fan'she 排尿反射
'pai'niao'fan'she'hu 排尿反射弧
'feng'lei'zhe'shang 蜂类螫伤
'ni'ke'kang'huan'shi'pian 尼柯康缓释片
'mei'min'wei'ma'ju'jue'pian 美敏伪麻咀嚼片
'mei'min'wei'ma'rong'ye 美敏伪麻溶液
'mei'min'wei'ma 美敏伪麻
'mei'min'wei'ma'kou'fu'ye 美敏伪麻口服液
'lei'nang'ti 类囊体
'lian'hui'fu'he'ti 联会复合体
'mei'le'tuo 美乐妥
'mei'li'tong 美丽桐
'lei'nang'wo 泪囊窝
'a'mei'li'te 阿美丽特
'pai'fen'zao'ying 排粪造影
'mo'lun'tai'er 莫仑太尔
'xiu'mai'ting 溴麦亭
'ka'la'mei'fen 卡拉美芬
'lei'ai'liu 类癌瘤
'lei'nuo'qin 雷诺嗪
'ao'li'bao 奥力宝
'luo'bei'lin 洛贝林
'mei'fa'lun 美法仑
'mei'lian'fan'ying 酶联反应
'mei'zhuo'le 美卓乐
'ni'mai'kang 尼脉康
'ao'nuo 澳诺
'pai'niao'fen'cha 排尿分叉
'lei'nang'zhong'liu 泪囊肿瘤
'xiu'mi'yin'zhu'she'ye 溴米因注射液
'pai'niao'zhi'shu 排尿指数
'pai'niao'yi'chang 排尿异常
'pai'niao'you'yu 排尿犹豫
'lei'bian'ying'yuan 类变应原
'ni'kai'duo'he 尼凯多赫
'mao'zhe'yin'zi 锚着因子
'xiu'mi'yin 溴米因
'mei'mian'yi'ce'ding 酶免疫测定
'men'mai'gao'ya'xing'wei'bing 门脉高压性胃病
'men'mai'gao'ya'zheng 门脉高压症
'mo'mian'yi'ying'guang'ji'shu 膜免疫荧光技术
'an'lai'che'nuo'hu'ji 氨来呫诺糊剂
'pai'bian'zheng'chang 排便正常
'mei'mai'gao'ben 美脉藁本
'pa'nuo'ding 帕诺丁
'pei'kun 培坤
'lei'pei'ti 类胚体
'xiu'hua'liu'jia'shuang'an 溴化六甲双铵
'mo'neng'jue'wu 莫能觉悟
'kun'ming'long'jin'yao'ye'you'xian'gong'si 昆明龙津药业有限公司
'mei'man'mei'su'jiao'nang 美满霉素胶囊
'mei'man'mei'su 美满霉素
'mi'ku'li'qi'bing 米库利奇病
'la'bei'luo'er'pian 拉贝洛尔片
'mei'neng'pian 美能片
'a'ni'li'ding 阿尼利定
'kun'ming'mi'niao'sheng'zhi'zhuan'ke'yi'yuan 昆明泌尿生殖专科医院
'pei'lei'neng 培磊能
'mei'li'qu'xin 美利曲辛
'mi'ku'li'zi'jie'chang'zao'kou'shu 米库利兹结肠造口术
'ni'long'si'jie'zha'shu 尼龙丝结扎术
'la'bei'luo'er'zhu'she'ye 拉贝洛尔注射液
'mei'neng'zhu'she'ye 美能注射液
'mei'ni'ai'er'shi'bing 梅尼埃尔氏病
'ni'long'shua'ban'zhuang'dian'fen'yang'bian 尼龙刷斑状淀粉样变
'ming'mu'liu'wei'tang'san 明目六味汤散
'mei'li'ba 美利巴
'a'mei'li'te 阿美利特
'pa'nei'te'xi'bao 帕内特细胞
'xiu'hua'liu'ting'ji'an 溴化六烃季铵
'la'bei'luo'er 拉贝洛尔
'kun'ming'long'en'zhi'yao'you'xian'gong'si 昆明龙恩制药有限公司
'mei'ni'ai'zong'he'zheng 梅尼埃综合症
'pa'li'bai 帕利百
'leng'ning'ji'su 冷凝集素
'leng'ning'ji'su'zong'he'zheng 冷凝集素综合症
'leng'ning'ji'su'zong'he'zheng 冷凝集素综合征
'leng'ning'ji 冷凝集
'ni'luo'ri'guang'xing'pi'yan 泥螺日光性皮炎
'leng'ning'suo 冷凝缩
'mei'ni'da'cha'ji 美妮达搽剂
'mei'ni'er'zong'he'zheng 美妮尔综合症
'pei'luo'ni'bing 佩罗尼病
'mei'luo'pei'nan'ce'lian 美罗培南侧链
'mei'luo'pei'nan 美罗培南
'pei'luo'ni'shi'bing 佩罗尼氏病
'mei'luo'ping 美罗平
'a'fa'mei'luo'ding 阿法美罗定
'ni'luo'lan 尼罗蓝
'mo'luo'fan'she 莫罗反射
'pa'luo'xi'ting'pian 帕罗西汀片
'li'du'ka'ning 力杜卡宁
'a'mo'luo'fen 阿莫罗芬
'ou'lai'ning 欧来宁
'bai'liang'mi 白粱米
'bai'ni 白腻
'bai'nong'li 白脓痢
'bei'li'de 贝立德
'lie'ling'jiao 鬣羚角
'ban'lan'qiang'huo'cha 板蓝羌活茶
'lian'huang'jia'yang'xia'ding'pian 联磺甲氧芐啶片
'lian'huang'jia'yang'bian'ding'jiao'nang 联磺甲氧苄啶胶囊
'lian'huang'jia'yang'bian'ding'pian 联磺甲氧苄啶片
'lian'huang'jia'yang'bian'ding 联磺甲氧苄啶
'lei'bi'ju'jia'dan'bao'jun 类鼻疽假单胞菌
'lei'bi'ju 类鼻疽
'lie'ling'gu 鬣羚骨
'lei'feng'guan 类风关
'lan'ke'bing 烂壳病
'pai'qian'cao 排钱草
'pai'qian'cao'gen 排钱草根
'mei'hua'feng'mao'ju 美花风毛菊
'xiu'hua'qing'mei'sha'fen 溴化氢美沙酚
'ao'de'qing 奥得清
'ao'nuo'qian'lie'su 奥诺前列素
'bei'mei'qian'lie'su 贝美前列素
'duo'sai'ping'kai'shu 多噻平凯舒
'zhuan'liu'qian'lv'qi 转流前滤器
'ban'lan'qing're'ke'li 板蓝清热颗粒
'ban'lan'qing're 板蓝清热
'luo'ke 洛珂
'mi'na'pu'lin 米那普林
'kui'na'pu'li'pian 喹那普利片
'kui'na'pu'li 喹那普利
'ban'lan'qing'gan'cha 板蓝清肝茶
'men'dong'qing'fei'yin 门冬清肺饮
'dian'luo'mi 碘络醚
'dian'luo'mi'rong'ye 碘络醚溶液
'ao'luo 奥络
'li'luo'xin 力络新
'pai'qian'shi'pin 排铅食品
'lei'feng'shi'jie'jie'huo'jian 类风湿结节活检
'lei'feng'shi'jie'jie 类风湿结节
'lei'feng'shi'xing'guan'jie'yan'shen'sun'hai 类风湿性关节炎肾损害
'lei'feng'shi'xing'xin'zang'bing 类风湿性心脏病
'lei'feng'shi'xing'shi'zhong'xing'pi'yan 类风湿性嗜中性皮炎
'lei'feng'shi'xing'xue'guan'yan 类风湿性血管炎
'lei'feng'shi'yin'zi 类风湿因子
'mi'na'suo'long 米那索龙
'dao'de'qing'gan 道德情感
'mei'deng'su 美登素
'fen'bian'qian'sai 粪便嵌塞
'mu'qing'ling 穆庆龄
'luo'fei'xi'ding'pian 洛非西定片
'leng'feng'wan'bi'qu'neng'shen 冷风顽痹屈能伸
'ku'lian'qiao 苦连翘
'lei'qiao 泪窍
'luo'fei'xi'ding 洛非西定
'luo'qing 洛庆
'pai'feng'teng 排风藤
'jin'feng 噤风
'ling'ke 菱壳
'ni'qian 泥钱
'mian'qie 缅茄
'lei'luo'zhi'pian 雷络酯片
'lei'qiu'bao'zi'jun'bing 类球孢子菌病
'mei'luo'qin 美珞秦
'ke'li'qu 颗粒区
'lei'luo'zhi 雷络酯
'leng'qiu'dan'bai 冷球蛋白
'leng'qiu'dan'bai'xue'zheng'zi'dian 冷球蛋白血症紫癜
'leng'qiu'dan'bai'xue'zheng 冷球蛋白血症
'liang'fei'zhong'shu'zhi'dao 谅非忠恕之道
'xiu'hua'hu'po'dan'jian 溴化琥珀胆碱
'mei'qu'lin'zhi 美曲膦酯
'lai'luo'er 来络尔
'luo'qu 洛屈
'cu'men 瘄门
'pai'qian'kou'fu'ye 排铅口服液
'ming'mu'qu'yu'kou'fu'ye 明目驱瘀口服液
'luo'xie'xing'hong'pi'bing 落屑性红皮病
'ke'li'xiao'ao 颗粒小凹
'xi'xin'yin 徙薪饮
'pai'xie'xing'niao'dao'zao'ying 排泄性尿道造影
'pai'xie'xing'niao'lu'zao'ying 排泄性尿路造影
'pai'xie'xing'pang'guang'zao'ying 排泄性膀胱造影
'pai'xie'wu'jian'yan 排泄物检验
'pai'xie'yi'chang 排泄异常
'lei'xiao'guan'bi'qiang'wen'he'shu 泪小管鼻腔吻合术
'lei'xiao'guan'duan'lie'feng'he'shu 泪小管断裂缝合术
'lei'xiao'guan 泪小管
'luo'xin'fu 落新妇
'ni'xin'li'xue 拟心理学
'mei'xin'li 美心力
'ao'la'xin 澳拉欣
'ao'mi'xin 奥米新
'nong'cun'xin'xing'he'zuo'yi'liao'zhi'du 农村新型合作医疗制度
'xiu'xin'si'di'ming'pian 溴新斯的明片
'xiu'hua'xin'si'di'ming 溴化新斯的明
'xiu'xin'si'di'ming 溴新斯的明
'ka'luo'xin 卡洛欣
'lai'li'xin 来立信
'luo'fa'xin 洛法新
'luo'xin 洛欣
'ming'li'xin 明立欣
'mu'xin 沐欣
'dan'mei 丹媚
'dan'ming 氮明
'leng'xin'zang'ma'bi'fa 冷心脏麻痹法
'leng'xin'zang'ting'bo 冷心脏停搏
'leng'xin'zang'ting'bo'ye 冷心脏停搏液
'pei'xin 培欣
'mei'xin'zuo'tong'shuan 美辛唑酮栓
'mei'xin'zuo'tong 美辛唑酮
'mei'xin'zuo'tong'hong'gu'dou'chun'zhi'shuan 美辛唑酮红古豆醇酯拴
'mei'xin'zuo'tong'hong'gu'dou'chun'zhi 美辛唑酮红古豆醇酯
'pa'xing'jing 帕星肼
'niu'liu'xing're 牛流行热
'niu'liu'xing're'zheng 牛流行热症
'pa'xing'ti'dai 爬行替代
'dian'lie'dang 滇列当
'mu'di'xing'wei'zhu'yi 目的行为主义
'lv'xing'yi'xue'ke'xue 旅行医学科学
'pa'xing'yun'dong 爬行运动
'lei'xing'xing'er 类猩猩耳
'ke'dao'xie'du 髁道斜度
'de'lai'en 得来恩
'nuo'mi'xu 糯米须
'dao'de'xu'yao 道德需要
'ling'xing'ji 菱形肌
'ling'xing'pi'ban 菱形皮瓣
'ling'xing'pi'fu 菱形皮肤
'dian'hua'lin 碘化磷
'lei'xing'lun 类型论
'ling'xing'she 菱形舌
'bei'de'xing'ren'ge'zhang'ai 悖德型人格障碍
'ling'xing'wen'he 菱形吻合
'lian'huan'xiao'ding 联环笑定
'kai'fang'xing'ji'sui'sun'shang 开放性脊髓损伤
'kai'fang'xing'ji'zhu'lie 开放性脊柱裂
'du'li'xing'jian'yan 独立性检验
'kai'fang'xing'gu'zhe 开放性骨折
'beng'kui'xing'gui'tou'yan 崩溃性龟头炎
'ke'li'xing'gu'suo'shen 颗粒性固缩肾
'ke'li'xing'kang'yuan 颗粒性抗原
'kai'fang'xing'lu'gu'gu'zhe 开放性颅骨骨折
'kai'fang'xing'lu'nao'sun'shang 开放性颅脑损伤
'kai'fang'xing'lu'nao'shang 开放性颅脑伤
'kai'fang'xing'qi'xiong 开放性气胸
'kai'fang'xing'fang'tan 开放性访谈
'kai'fang'xing'nao'sun'shang 开放性脑损伤
'kai'fang'xing'nao'chuang'shang'qing'chuang'shu 开放性脑创伤清创术
'kai'fang'xing'nao'wai'shang 开放性脑外伤
'du'mie'fen 杜灭芬
'ke'li'xing'shu'niao'guan'yan 颗粒性输尿管炎
'kai'fang'xing'ruan'zu'zhi'sun'shang 开放性软组织损伤
'ke'li'xing'wei'shuan'zi 颗粒性微栓子
'kai'fang'xing'wu'tan 开放性晤谈
'ni'xiong'xian'yao 拟胸腺药
'dong'zuo'mo'fang 动作模仿
'ke'li'xing'fen'mi 颗粒性分泌
'kai'fang'xing'yun'dong'ji'neng 开放性运动技能
'kai'fang'xing'yi'shi'mo'xing 开放性一室模型
'du'mie'fen'hou'pian 杜灭芬喉片
'dou'ling 兜铃
'zhuan'bian'xing'zong'he'zheng 转变性综合症
'kai'fang'xing'er'shi'mo'xing 开放性二室模型
'lan'ding'bing 烂疔病
'mei'xiong'nuo'long 美雄诺龙
'mei'xiong'tong'pian 美雄酮片
'mei'xiong'tong 美雄酮
'du'la 堵喇
'du'la'bao 杜拉宝
'lan'ding 烂疔
'duo'li'kang 多力康
'duo'mei 多酶
'chu'nv'mo'xiu'bu'shu 处女膜修补术
'bian'ping'jia 扁平甲
'bian'ping'jiao'mo 扁平角膜
'leng'shan'guo 冷杉果
'pa'shan'dou'gen 爬山豆根
'mian'jing'mai 面静脉
'mian'ji'chou'chu 面肌抽搐
'ni'jing'sheng'li'sheng'tai 逆境生理生态
'mian'jing'chu'zhou'shu 面颈除皱术
'niu'huang'jie'du'jiao'nang 牛黄解毒胶囊
'niu'huang'jie'du'ruan'jiao'nang 牛黄解毒软胶囊
'niu'huang'jie'du'shui'wan 牛黄解毒水丸
'ni'jing'mu'chi 逆经目赤
'mei'si'na'zhu'she'ji 美司钠注射剂
'mei'si'na'zhu'she'ye 美司钠注射液
'mei'si'na 美司钠
'bian'ping'mo'nang 扁平膜囊
'mian'jing'mao'nang'xing'hong'ban'hei'bian'bing 面颈毛囊性红斑黑变病
'bian'ping'kuan 扁平髋
'bian'ping'lu'di 扁平颅底
'mei'si'na'zhu'she'ye 美司那注射液
'mei'si'na 美司那
'bian'ping'huang'liu 扁平黄瘤
'bian'ping'huang 扁平黄
'niu'huang'hua'du'pian 牛黄化毒片
'ai'de'ping 癌得平
'a'mi'lei'si 阿米雷司
'ni'jiu 逆灸
'bian'ping'luan'yuan'guan 扁平卵圆管
'niu'huang'jing'nao'pian 牛黄净脑片
'niu'huang'jing'nao 牛黄净脑
'kui'ping'ning'ke'li 溃平宁颗粒
'kui'ping'ning 溃平宁
'dong'mian'jiao 洞面角
'mian'jian'gong'xing'ji'ying'yang'bu'liang 面肩肱型肌营养不良
'duo'la'si'qiong 多拉司琼
'bian'ping'you'wai'zhi'fang 扁平疣外治方
'kun'ming'shui'jin'feng 昆明水金凤
'bian'ping'xiong 扁平胸
'bian'ping'shi'you 扁平湿疣
'ni'ran'se'ti 拟染色体
'duo'mo'shi'shen'jing'yuan 多模式神经元
'en'nuo'ping 恩诺平
'mian'ji'tan'huan 面肌瘫痪
'mei'si'tan'pian 美司坦片
'fu'mei'si'tan 福美司坦
'mei'si'tan 美司坦
'ban'lian'dou'shi'ti'sheng'ji 板链斗式提升机
'bian'ping'wei'xiao'qu'xian 扁平微笑曲线
'ka'mo'si'ting'zhu'she'ye 卡莫司汀注射液
'fu'mo'si'ting 福莫司汀
'ka'mo'si'ting 卡莫司汀
'bian'ping'tai'xuan 扁平苔癣
'huan'zhuang'bian'ping'tai'xian 环状扁平苔藓
'bian'ping'tai'xian'xuan 扁平苔藓癣
'bian'ping'tai'xian'yang'jiao'hua'bing 扁平苔藓样角化病
'bian'ping'tai'xian'yang'zhen 扁平苔藓样疹
'bian'ping'tai'xian'yang'yin'xie'bing 扁平苔藓样银屑病
'li'zhuang'ji 梨状肌
'lu'lang'ji 路郎鸡
'niu'huang'jiang'ya'jiao'nang 牛黄降压胶囊
'niu'huang'jiang'ya'pian 牛黄降压片
'niu'huang'jiang'ya'wan 牛黄降压丸
'niu'huang'jiang'ya 牛黄降压
'bian'ping'xun'chang'lang'chuang 扁平寻常狼疮
'pa'si'yan'jing'jiao'nang 帕司烟肼胶囊
'pa'si'yan'jing 帕司烟肼
'ni'jing 逆经
'niu'huang'hua'du 牛黄化毒
'niu'huang'hua'du'dan 牛黄化毒丹
'nuo'li'si 诺力思
'lv'pi'jiao'jiu'fang 驴皮胶酒方
'na'jia'mei'gai'pu'tao'tang'zhu'she'ye 钠钾镁钙葡萄糖注射液
'na'jia'pu'tao'tang'zhu'she'ye 钠钾葡萄糖注射液
'dan'ping'heng'shi'yan 氮平衡实验
'na'jia'beng 钠钾泵
'nv'ke'ji'yao 女科辑要
'an'xiu'suo'jiao'nang 氨溴索胶囊
'kang'ni'jiao'nang 康逆胶囊
'kun'ming'shan'hai'tang'pian 昆明山海棠片
'kun'ming'shan'hai'tang 昆明山海棠
'bian'ping'hong'se'tai'xian 扁平红色苔藓
'pa'shan'hou 爬山猴
'li'ping'zhi 力平脂
'li'ping'zhi 力平之
'li'zhuang'ji'zheng'hou'qun 梨状肌症候群
'lian'pian'jia'mao'jue 镰片假毛蕨
'chuang'mian'jun'qun 创面菌群
'li'zhuang'ji'zong'he'zheng 梨状肌综合症
'li'zhuang'ji'zong'he'zheng 梨状肌综合征
'mei'ke'jie 美克捷
'bao'pi'gu 豹皮菇
'mian'gong'ji'lu 面弓记录
'mian'gu 面骨
'kang'pa'si 康帕斯
'luo'si'bao 洛斯宝
'mian'gong 面弓
'duo'qi'guan'gong'neng'shuai'jie 多器官功能衰竭
'duo'qi'guan'gong'neng'zhang'ai'zong'he'zheng 多器官功能障碍综合征
'duo'qi'guan'lian'he'yi'zhi 多器官联合移植
'li'guo'rong 梨果榕
'li'guo'xian'ren'zhang 梨果仙人掌
'lv'ci'guan 铝瓷冠
'dang'luo'si'zong'he'zheng 当洛斯综合征
'li'zhuang'fu'zong'he'zheng 梨状腹综合征
'duo'qi'guan'zheng'kuai'yi'zhi 多器官整块移植
'na'guo'duo 钠过多
'mian'bu'ji'su'yi'lai'xing'pi'yan 面部激素依赖性皮炎
'mian'bu'ce'mao 面部侧貌
'mian'bu'chu'zhou'shu 面部除皱术
'mian'bu'nong'pi'bing 面部脓皮病
'mian'bu'mei'xue'fen'qu 面部美学分区
'mian'bu'mao'nang'hong'ban'hei'bian'bing 面部毛囊红斑黑变病
'mian'bu'ping'mian 面部平面
'mian'bu'pian'ce'wei'suo 面部偏侧萎缩
'mian'bu'pi'fu'ren'dai 面部皮肤韧带
'mian'bu'pi'fu'hei'bian'bing 面部皮肤黑变病
'mian'bu'mao'xi'xue'guan'kuo'zhang 面部毛细血管扩张
'niu'huang'an'xin'wan 牛黄安心丸
'mian'bu'rou'ya'zhong 面部肉芽肿
